$0;1578228379251666200;1.13;KIEKER-SINGLETON;DESKTOP-4RF3KHM;1;false;0;NANOSECONDS;0
$1;1578228381351712600;public void depends.entity.Entity.addChild(depends.entity.Entity);<no-session-id>;4716394709763751941;1578228381351248700;1578228381351711100;DESKTOP-4RF3KHM;65;5
$1;1578228381351717500;public static void depends.entity.Entity.setParent(depends.entity.Entity, depends.entity.Entity);<no-session-id>;4716394709763751941;1578228381351029400;1578228381351716500;DESKTOP-4RF3KHM;61;4
$1;1578228381351721500;public depends.entity.Entity depends.extractor.java.JavaHandlerContext.foundNewPackage(java.lang.String);<no-session-id>;4716394709763751941;1578228381348826200;1578228381351720800;DESKTOP-4RF3KHM;36;3
$1;1578228381351732100;public void depends.extractor.java.JavaListener.enterPackageDeclaration(depends.extractor.java.JavaParser$PackageDeclarationContext);<no-session-id>;4716394709763751941;1578228381312473000;1578228381351731200;DESKTOP-4RF3KHM;34;2
$1;1578228381352341300;public depends.importtypes.Import.<init>(java.lang.String);<no-session-id>;4716394709763751941;1578228381352329000;1578228381352338400;DESKTOP-4RF3KHM;69;3
$1;1578228381352436800;public depends.importtypes.ExactMatchImport.<init>(java.lang.String);<no-session-id>;4716394709763751941;1578228381352428100;1578228381352435100;DESKTOP-4RF3KHM;70;3
$1;1578228381352759000;public void depends.entity.FileEntity.addImport(depends.importtypes.Import);<no-session-id>;4716394709763751941;1578228381352560100;1578228381352578000;DESKTOP-4RF3KHM;72;4
$1;1578228381352773600;public void depends.extractor.HandlerContext.foundNewImport(depends.importtypes.Import);<no-session-id>;4716394709763751941;1578228381352502300;1578228381352771200;DESKTOP-4RF3KHM;71;3
$1;1578228381352790300;public void depends.extractor.java.JavaListener.enterImportDeclaration(depends.extractor.java.JavaParser$ImportDeclarationContext);<no-session-id>;4716394709763751941;1578228381351859100;1578228381352786400;DESKTOP-4RF3KHM;68;2
$1;1578228381354000200;public depends.entity.GenericName.<init>(java.lang.String);<no-session-id>;4716394709763751941;1578228381353876000;1578228381353993700;DESKTOP-4RF3KHM;75;4
$1;1578228381354016400;public static depends.entity.GenericName depends.entity.GenericName.build(java.lang.String);<no-session-id>;4716394709763751941;1578228381353865700;1578228381354014100;DESKTOP-4RF3KHM;74;3
$1;1578228381354278000;public depends.entity.Entity depends.extractor.HandlerContext.latestValidContainer();<no-session-id>;4716394709763751941;1578228381354248500;1578228381354273100;DESKTOP-4RF3KHM;77;4
$1;1578228381354302400;public java.lang.Integer depends.entity.repo.SimpleIdGenerator.generateId();<no-session-id>;4716394709763751941;1578228381354299500;1578228381354301100;DESKTOP-4RF3KHM;78;4
$1;1578228381354336100;public depends.entity.GenericName.<init>(java.lang.String);<no-session-id>;4716394709763751941;1578228381354333600;1578228381354335000;DESKTOP-4RF3KHM;81;6
$1;1578228381354342100;public static depends.entity.GenericName depends.entity.GenericName.build(java.lang.String);<no-session-id>;4716394709763751941;1578228381354327400;1578228381354340800;DESKTOP-4RF3KHM;80;5
$1;1578228381354354800;private java.util.Set depends.entity.Entity.children();<no-session-id>;4716394709763751941;1578228381354351500;1578228381354353900;DESKTOP-4RF3KHM;82;5
$1;1578228381354368200;public int depends.entity.Entity.hashCode();<no-session-id>;4716394709763751941;1578228381354365100;1578228381354367500;DESKTOP-4RF3KHM;83;5
$1;1578228381354415000;public depends.entity.GenericName depends.entity.GenericName.replace(java.lang.String, java.lang.String);<no-session-id>;4716394709763751941;1578228381354386000;1578228381354413400;DESKTOP-4RF3KHM;85;6
$1;1578228381354431300;public boolean depends.entity.GenericName.startsWith(java.lang.String);<no-session-id>;4716394709763751941;1578228381354427300;1578228381354430300;DESKTOP-4RF3KHM;86;6
$1;1578228381354566400;public depends.entity.Entity depends.entity.Entity.getParent();<no-session-id>;4716394709763751941;1578228381354563300;1578228381354564900;DESKTOP-4RF3KHM;88;7
$1;1578228381354580400;public depends.entity.Entity depends.entity.Entity.getParent();<no-session-id>;4716394709763751941;1578228381354578600;1578228381354579500;DESKTOP-4RF3KHM;89;7
$1;1578228381354593200;public depends.entity.Entity depends.entity.Entity.getParent();<no-session-id>;4716394709763751941;1578228381354591900;1578228381354592500;DESKTOP-4RF3KHM;90;7
$1;1578228381354611100;public final java.lang.String depends.entity.Entity.getQualifiedName();<no-session-id>;4716394709763751941;1578228381354608700;1578228381354609500;DESKTOP-4RF3KHM;91;7
$1;1578228381354617200;public java.lang.String depends.entity.FileEntity.getQualifiedName(boolean);<no-session-id>;4716394709763751941;1578228381354533500;1578228381354615800;DESKTOP-4RF3KHM;87;6
$1;1578228381354640400;public depends.entity.Entity depends.entity.Entity.getParent();<no-session-id>;4716394709763751941;1578228381354638800;1578228381354639500;DESKTOP-4RF3KHM;93;7
$1;1578228381354649500;public depends.entity.Entity depends.entity.Entity.getParent();<no-session-id>;4716394709763751941;1578228381354648500;1578228381354648900;DESKTOP-4RF3KHM;94;7
$1;1578228381354656300;public depends.entity.Entity depends.entity.Entity.getParent();<no-session-id>;4716394709763751941;1578228381354655400;1578228381354655800;DESKTOP-4RF3KHM;95;7
$1;1578228381354663200;public final java.lang.String depends.entity.Entity.getQualifiedName();<no-session-id>;4716394709763751941;1578228381354662300;1578228381354662700;DESKTOP-4RF3KHM;96;7
